branch	language	segments_IPA	segments_source	source	comments	features	glottocode
Lezgic	Aghul	x	x	[Кибрик, Кодзасов 1990: 340–341]	NA	voiceless	aghu1253
Lezgic	Aghul	z	z	[Кибрик, Кодзасов 1990: 340–341]	NA	voiced	aghu1253
Lezgic	Aghul	ʒ	ž	[Кибрик, Кодзасов 1990: 340–341]	у автора дан в скобках	voiced	aghu1253
Lezgic	Aghul	χ	χ	[Кибрик, Кодзасов 1990: 340–341]	NA	voiceless	aghu1253
Lezgic	Aghul	χːʷ	X̄˳	[Кибрик, Кодзасов 1990: 340–341]	NA	voiceless	aghu1253
Lezgic	Aghul	χːˤ	χ̄I	[Кибрик, Кодзасов 1990: 340–341]	NA	voiceless	aghu1253
Lezgic	Aghul	χʷ	χ˳	[Кибрик, Кодзасов 1990: 340–341]	NA	voiceless	aghu1253
Lezgic	Aghul	χˤ	χI	[Кибрик, Кодзасов 1990: 340–341]	NA	voiceless	aghu1253
Lezgic	Aghul	f	f	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	h	h	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	ʜ	ʜ	[Кибрик, Кодзасов 1990: 340–341]	у автора дан в скобках: представлен лишь в новых заимствованиях, исконные эмфатические ларингалы утрачены	unaspirated	aghu1253
Lezgic	Aghul	kʰ	k	[Кибрик, Кодзасов 1990: 340–341]	NA	aspirated	aghu1253
Lezgic	Aghul	k'	k'	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	kː	k̄	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	kːʷ	k̄˳	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 340–341]	NA	aspirated	aghu1253
Lezgic	Aghul	pʰ	p	[Кибрик, Кодзасов 1990: 340–341]	NA	aspirated	aghu1253
Lezgic	Aghul	p'	p'	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	pː	p̄	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	qʰ	q	[Кибрик, Кодзасов 1990: 340–341]	NA	aspirated	aghu1253
Lezgic	Aghul	q'	q'	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	q'ːʷ	q̄'˳	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	q'ˤ	q'I	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	qː	q̄	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	qːˤ	q̄I	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	qʰʷ	q˳	[Кибрик, Кодзасов 1990: 340–341]	NA	aspirated	aghu1253
Lezgic	Aghul	qˤ	qI	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	s	s	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	ʃ	š	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	tʰ	t	[Кибрик, Кодзасов 1990: 340–341]	NA	aspirated	aghu1253
Lezgic	Aghul	t'	t'	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	tː	t̄	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	tsʰ	c	[Кибрик, Кодзасов 1990: 340–341]	NA	aspirated	aghu1253
Lezgic	Aghul	ts'	c'	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	tsː	c̄	[Кибрик, Кодзасов 1990: 340–341]	у автора дан в скобках	unaspirated	aghu1253
Lezgic	Aghul	tʃʰ	č	[Кибрик, Кодзасов 1990: 340–341]	NA	aspirated	aghu1253
Lezgic	Aghul	tʃ'	č'	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	tʃː	c̄̌	[Кибрик, Кодзасов 1990: 340–341]	у автора дан в скобках	unaspirated	aghu1253
Lezgic	Aghul	x	x	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	χ	χ	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	χːʷ	X̄˳	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	χːˤ	χ̄I	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	χʷ	χ˳	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	χˤ	χI	[Кибрик, Кодзасов 1990: 340–341]	NA	unaspirated	aghu1253
Lezgic	Aghul	k'	k'	[Кибрик, Кодзасов 1990: 340–341]	NA	ejective	aghu1253
Lezgic	Aghul	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 340–341]	NA	ejective	aghu1253
Lezgic	Aghul	p'	p'	[Кибрик, Кодзасов 1990: 340–341]	NA	ejective	aghu1253
Lezgic	Aghul	q'	q'	[Кибрик, Кодзасов 1990: 340–341]	NA	ejective	aghu1253
Lezgic	Aghul	q'ːʷ	q̄'˳	[Кибрик, Кодзасов 1990: 340–341]	NA	ejective	aghu1253
Lezgic	Aghul	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 340–341]	NA	ejective	aghu1253
Lezgic	Aghul	q'ˤ	q'I	[Кибрик, Кодзасов 1990: 340–341]	NA	ejective	aghu1253
Lezgic	Aghul	t'	t'	[Кибрик, Кодзасов 1990: 340–341]	NA	ejective	aghu1253
Lezgic	Aghul	ts'	c'	[Кибрик, Кодзасов 1990: 340–341]	NA	ejective	aghu1253
Lezgic	Aghul	tʃ'	č'	[Кибрик, Кодзасов 1990: 340–341]	NA	ejective	aghu1253
Lezgic	Aghul	kː	k̄	[Кибрик, Кодзасов 1990: 340–341]	NA	geminate	aghu1253
Lezgic	Aghul	kːʷ	k̄˳	[Кибрик, Кодзасов 1990: 340–341]	NA	geminate	aghu1253
Lezgic	Aghul	pː	p̄	[Кибрик, Кодзасов 1990: 340–341]	NA	geminate	aghu1253
Lezgic	Aghul	q'ːʷ	q̄'˳	[Кибрик, Кодзасов 1990: 340–341]	NA	geminate	aghu1253
Lezgic	Aghul	qː	q̄	[Кибрик, Кодзасов 1990: 340–341]	NA	geminate	aghu1253
Lezgic	Aghul	qːˤ	q̄I	[Кибрик, Кодзасов 1990: 340–341]	NA	geminate	aghu1253
Lezgic	Aghul	tː	t̄	[Кибрик, Кодзасов 1990: 340–341]	NA	geminate	aghu1253
Lezgic	Aghul	tsː	c̄	[Кибрик, Кодзасов 1990: 340–341]	у автора дан в скобках	geminate	aghu1253
Lezgic	Aghul	tʃː	c̄̌	[Кибрик, Кодзасов 1990: 340–341]	у автора дан в скобках	geminate	aghu1253
Lezgic	Aghul	χːʷ	X̄˳	[Кибрик, Кодзасов 1990: 340–341]	NA	geminate	aghu1253
Lezgic	Aghul	χːˤ	χ̄I	[Кибрик, Кодзасов 1990: 340–341]	NA	geminate	aghu1253
Lezgic	Aghul	ɡʷ	g˳	[Кибрик, Кодзасов 1990: 340–341]	NA	labialized	aghu1253
Lezgic	Aghul	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 340–341]	NA	labialized	aghu1253
Lezgic	Aghul	kːʷ	k̄˳	[Кибрик, Кодзасов 1990: 340–341]	NA	labialized	aghu1253
Lezgic	Aghul	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 340–341]	NA	labialized	aghu1253
Lezgic	Aghul	q'ːʷ	q̄'˳	[Кибрик, Кодзасов 1990: 340–341]	NA	labialized	aghu1253
Lezgic	Aghul	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 340–341]	NA	labialized	aghu1253
Lezgic	Aghul	qʰʷ	q˳	[Кибрик, Кодзасов 1990: 340–341]	NA	labialized	aghu1253
Lezgic	Aghul	ʁʷ	ʀ˳	[Кибрик, Кодзасов 1990: 340–341]	NA	labialized	aghu1253
Lezgic	Aghul	χːʷ	X̄˳	[Кибрик, Кодзасов 1990: 340–341]	NA	labialized	aghu1253
Lezgic	Aghul	χʷ	χ˳	[Кибрик, Кодзасов 1990: 340–341]	NA	labialized	aghu1253
Avar-Andic	Akhvakh	a	a	[Кибрик, Кодзасов 1990: 322–323]	NA	center	akhv1239
Avar-Andic	Akhvakh	aː	a:	[Кибрик, Кодзасов 1990: 322–323]	NA	center	akhv1239
Avar-Andic	Akhvakh	aⁿ	ã	[Кибрик, Кодзасов 1990: 322–323]	NA	center	akhv1239
Avar-Andic	Akhvakh	aːⁿ	ã:	[Кибрик, Кодзасов 1990: 322–323]	NA	center	akhv1239
Avar-Andic	Akhvakh	e	e	[Кибрик, Кодзасов 1990: 322–323]	NA	front	akhv1239
Avar-Andic	Akhvakh	eː	e:	[Кибрик, Кодзасов 1990: 322–323]	NA	front	akhv1239
Avar-Andic	Akhvakh	eⁿ	ẽ	[Кибрик, Кодзасов 1990: 322–323]	NA	front	akhv1239
Avar-Andic	Akhvakh	eːⁿ	ẽ:	[Кибрик, Кодзасов 1990: 322–323]	NA	front	akhv1239
Avar-Andic	Akhvakh	i	i	[Кибрик, Кодзасов 1990: 322–323]	NA	front	akhv1239
Avar-Andic	Akhvakh	iː	i:	[Кибрик, Кодзасов 1990: 322–323]	NA	front	akhv1239
Avar-Andic	Akhvakh	iⁿ	ĩ	[Кибрик, Кодзасов 1990: 322–323]	NA	front	akhv1239
Avar-Andic	Akhvakh	iːⁿ	ĩ:	[Кибрик, Кодзасов 1990: 322–323]	NA	front	akhv1239
Avar-Andic	Akhvakh	o	o	[Кибрик, Кодзасов 1990: 322–323]	NA	back	akhv1239
Avar-Andic	Akhvakh	oː	o:	[Кибрик, Кодзасов 1990: 322–323]	NA	back	akhv1239
Avar-Andic	Akhvakh	oⁿ	õ	[Кибрик, Кодзасов 1990: 322–323]	NA	back	akhv1239
Avar-Andic	Akhvakh	oːⁿ	õ:	[Кибрик, Кодзасов 1990: 322–323]	NA	back	akhv1239
Avar-Andic	Akhvakh	u	u	[Кибрик, Кодзасов 1990: 322–323]	NA	back	akhv1239
Avar-Andic	Akhvakh	uː	u:	[Кибрик, Кодзасов 1990: 322–323]	засвидетельствованы в работе [Магомедбеков 1967], но в материале [Кибрик, Кодзасов 1990] их нет	back	akhv1239
Avar-Andic	Akhvakh	uⁿ	ũ	[Кибрик, Кодзасов 1990: 322–323]	NA	back	akhv1239
Avar-Andic	Akhvakh	uːⁿ	ũ:	[Кибрик, Кодзасов 1990: 322–323]	засвидетельствованы в работе [Магомедбеков 1967], но в материале [Кибрик, Кодзасов 1990] их нет	back	akhv1239
Avar-Andic	Akhvakh	a	a	[Кибрик, Кодзасов 1990: 322–323]	NA	open	akhv1239
Avar-Andic	Akhvakh	aː	a:	[Кибрик, Кодзасов 1990: 322–323]	NA	open	akhv1239
Avar-Andic	Akhvakh	aⁿ	ã	[Кибрик, Кодзасов 1990: 322–323]	NA	open	akhv1239
Avar-Andic	Akhvakh	aːⁿ	ã:	[Кибрик, Кодзасов 1990: 322–323]	NA	open	akhv1239
Avar-Andic	Akhvakh	e	e	[Кибрик, Кодзасов 1990: 322–323]	NA	mid	akhv1239
Avar-Andic	Akhvakh	eː	e:	[Кибрик, Кодзасов 1990: 322–323]	NA	mid	akhv1239
Avar-Andic	Akhvakh	eⁿ	ẽ	[Кибрик, Кодзасов 1990: 322–323]	NA	mid	akhv1239
Avar-Andic	Akhvakh	eːⁿ	ẽ:	[Кибрик, Кодзасов 1990: 322–323]	NA	mid	akhv1239
Avar-Andic	Akhvakh	i	i	[Кибрик, Кодзасов 1990: 322–323]	NA	close	akhv1239
Avar-Andic	Akhvakh	iː	i:	[Кибрик, Кодзасов 1990: 322–323]	NA	close	akhv1239
Avar-Andic	Akhvakh	iⁿ	ĩ	[Кибрик, Кодзасов 1990: 322–323]	NA	close	akhv1239
Avar-Andic	Akhvakh	iːⁿ	ĩ:	[Кибрик, Кодзасов 1990: 322–323]	NA	close	akhv1239
Avar-Andic	Akhvakh	o	o	[Кибрик, Кодзасов 1990: 322–323]	NA	mid	akhv1239
Avar-Andic	Akhvakh	oː	o:	[Кибрик, Кодзасов 1990: 322–323]	NA	mid	akhv1239
Avar-Andic	Akhvakh	oⁿ	õ	[Кибрик, Кодзасов 1990: 322–323]	NA	mid	akhv1239
Avar-Andic	Akhvakh	oːⁿ	õ:	[Кибрик, Кодзасов 1990: 322–323]	NA	mid	akhv1239
Avar-Andic	Akhvakh	u	u	[Кибрик, Кодзасов 1990: 322–323]	NA	close	akhv1239
Avar-Andic	Akhvakh	uː	u:	[Кибрик, Кодзасов 1990: 322–323]	засвидетельствованы в работе [Магомедбеков 1967], но в материале [Кибрик, Кодзасов 1990] их нет	close	akhv1239
Avar-Andic	Akhvakh	uⁿ	ũ	[Кибрик, Кодзасов 1990: 322–323]	NA	close	akhv1239
Avar-Andic	Akhvakh	uːⁿ	ũ:	[Кибрик, Кодзасов 1990: 322–323]	засвидетельствованы в работе [Магомедбеков 1967], но в материале [Кибрик, Кодзасов 1990] их нет	close	akhv1239
Avar-Andic	Akhvakh	a	a	[Кибрик, Кодзасов 1990: 322–323]	NA	unrounded	akhv1239
Avar-Andic	Akhvakh	aː	a:	[Кибрик, Кодзасов 1990: 322–323]	NA	unrounded	akhv1239
Avar-Andic	Akhvakh	aⁿ	ã	[Кибрик, Кодзасов 1990: 322–323]	NA	unrounded	akhv1239
Avar-Andic	Akhvakh	aːⁿ	ã:	[Кибрик, Кодзасов 1990: 322–323]	NA	unrounded	akhv1239
Avar-Andic	Akhvakh	e	e	[Кибрик, Кодзасов 1990: 322–323]	NA	unrounded	akhv1239
Avar-Andic	Akhvakh	eː	e:	[Кибрик, Кодзасов 1990: 322–323]	NA	unrounded	akhv1239
Avar-Andic	Akhvakh	eⁿ	ẽ	[Кибрик, Кодзасов 1990: 322–323]	NA	unrounded	akhv1239
Avar-Andic	Akhvakh	eːⁿ	ẽ:	[Кибрик, Кодзасов 1990: 322–323]	NA	unrounded	akhv1239
Avar-Andic	Akhvakh	i	i	[Кибрик, Кодзасов 1990: 322–323]	NA	unrounded	akhv1239
Avar-Andic	Akhvakh	iː	i:	[Кибрик, Кодзасов 1990: 322–323]	NA	unrounded	akhv1239
Avar-Andic	Akhvakh	iⁿ	ĩ	[Кибрик, Кодзасов 1990: 322–323]	NA	unrounded	akhv1239
Avar-Andic	Akhvakh	iːⁿ	ĩ:	[Кибрик, Кодзасов 1990: 322–323]	NA	unrounded	akhv1239
Avar-Andic	Akhvakh	o	o	[Кибрик, Кодзасов 1990: 322–323]	NA	rounded	akhv1239
Avar-Andic	Akhvakh	oː	o:	[Кибрик, Кодзасов 1990: 322–323]	NA	rounded	akhv1239
Avar-Andic	Akhvakh	oⁿ	õ	[Кибрик, Кодзасов 1990: 322–323]	NA	rounded	akhv1239
Avar-Andic	Akhvakh	oːⁿ	õ:	[Кибрик, Кодзасов 1990: 322–323]	NA	rounded	akhv1239
Avar-Andic	Akhvakh	u	u	[Кибрик, Кодзасов 1990: 322–323]	NA	rounded	akhv1239
Avar-Andic	Akhvakh	uː	u:	[Кибрик, Кодзасов 1990: 322–323]	засвидетельствованы в работе [Магомедбеков 1967], но в материале [Кибрик, Кодзасов 1990] их нет	rounded	akhv1239
Avar-Andic	Akhvakh	uⁿ	ũ	[Кибрик, Кодзасов 1990: 322–323]	NA	rounded	akhv1239
Avar-Andic	Akhvakh	uːⁿ	ũ:	[Кибрик, Кодзасов 1990: 322–323]	засвидетельствованы в работе [Магомедбеков 1967], но в материале [Кибрик, Кодзасов 1990] их нет	rounded	akhv1239
Avar-Andic	Akhvakh	aː	a:	[Кибрик, Кодзасов 1990: 322–323]	NA	long	akhv1239
Avar-Andic	Akhvakh	aːⁿ	ã:	[Кибрик, Кодзасов 1990: 322–323]	NA	long	akhv1239
Avar-Andic	Akhvakh	eː	e:	[Кибрик, Кодзасов 1990: 322–323]	NA	long	akhv1239
Avar-Andic	Akhvakh	eːⁿ	ẽ:	[Кибрик, Кодзасов 1990: 322–323]	NA	long	akhv1239
Avar-Andic	Akhvakh	iː	i:	[Кибрик, Кодзасов 1990: 322–323]	NA	long	akhv1239
Avar-Andic	Akhvakh	iːⁿ	ĩ:	[Кибрик, Кодзасов 1990: 322–323]	NA	long	akhv1239
Avar-Andic	Akhvakh	oː	o:	[Кибрик, Кодзасов 1990: 322–323]	NA	long	akhv1239
Avar-Andic	Akhvakh	oːⁿ	õ:	[Кибрик, Кодзасов 1990: 322–323]	NA	long	akhv1239
Avar-Andic	Akhvakh	uː	u:	[Кибрик, Кодзасов 1990: 322–323]	засвидетельствованы в работе [Магомедбеков 1967], но в материале [Кибрик, Кодзасов 1990] их нет	long	akhv1239
Avar-Andic	Akhvakh	uːⁿ	ũ:	[Кибрик, Кодзасов 1990: 322–323]	засвидетельствованы в работе [Магомедбеков 1967], но в материале [Кибрик, Кодзасов 1990] их нет	long	akhv1239
Avar-Andic	Akhvakh	aːⁿ	ã:	[Кибрик, Кодзасов 1990: 322–323]	NA	nasalized	akhv1239
Avar-Andic	Akhvakh	eːⁿ	ẽ:	[Кибрик, Кодзасов 1990: 322–323]	NA	nasalized	akhv1239
Avar-Andic	Akhvakh	iːⁿ	ĩ:	[Кибрик, Кодзасов 1990: 322–323]	NA	nasalized	akhv1239
Avar-Andic	Akhvakh	oːⁿ	õ:	[Кибрик, Кодзасов 1990: 322–323]	NA	nasalized	akhv1239
Avar-Andic	Akhvakh	uːⁿ	ũ:	[Кибрик, Кодзасов 1990: 322–323]	засвидетельствованы в работе [Магомедбеков 1967], но в материале [Кибрик, Кодзасов 1990] их нет	nasalized	akhv1239
Avar-Andic	Akhvakh	a	a	[Кибрик, Кодзасов 1990: 322–323]	NA	vowel	akhv1239
Avar-Andic	Akhvakh	aː	a:	[Кибрик, Кодзасов 1990: 322–323]	NA	vowel	akhv1239
Avar-Andic	Akhvakh	aⁿ	ã	[Кибрик, Кодзасов 1990: 322–323]	NA	vowel	akhv1239
Avar-Andic	Akhvakh	aːⁿ	ã:	[Кибрик, Кодзасов 1990: 322–323]	NA	vowel	akhv1239
Avar-Andic	Akhvakh	b	b	[Кибрик, Кодзасов 1990: 322–323]	в начале слова может оглушаться; в интервокальной позиции слегка геминируются между гласными с высоким ровным тоном	consonant	akhv1239
Avar-Andic	Akhvakh	d	d	[Кибрик, Кодзасов 1990: 322–323]	в начале слова может оглушаться; в интервокальной позиции слегка геминируются между гласными с высоким ровным тоном	consonant	akhv1239
Avar-Andic	Akhvakh	dʷ	d˳	[Кибрик, Кодзасов 1990: 322–323]	NA	consonant	akhv1239
Avar-Andic	Akhvakh	dʒ	ǯ	[Кибрик, Кодзасов 1990: 322–323]	у автора дан в скобках: встречается в заимствованиях, свободно варьируется с [ʒ], однако исконное [ʒ] с [dʒ] не варьируется	consonant	akhv1239
Avar-Andic	Akhvakh	dʒʷ	ǯ˳	[Кибрик, Кодзасов 1990: 322–323]	неогубленный вариант у автора дан в скобках	consonant	akhv1239
Avar-Andic	Akhvakh	e	e	[Кибрик, Кодзасов 1990: 322–323]	NA	vowel	akhv1239
Avar-Andic	Akhvakh	eː	e:	[Кибрик, Кодзасов 1990: 322–323]	NA	vowel	akhv1239
Avar-Andic	Akhvakh	eⁿ	ẽ	[Кибрик, Кодзасов 1990: 322–323]	NA	vowel	akhv1239
Avar-Andic	Akhvakh	eːⁿ	ẽ:	[Кибрик, Кодзасов 1990: 322–323]	NA	vowel	akhv1239
Avar-Andic	Akhvakh	ɡ	g	[Кибрик, Кодзасов 1990: 322–323]	в начале слова может оглушаться; в интервокальной позиции слегка геминируются между гласными с высоким ровным тоном	consonant	akhv1239
Avar-Andic	Akhvakh	ɡʷ	g˳	[Кибрик, Кодзасов 1990: 322–323]	NA	consonant	akhv1239
Avar-Andic	Akhvakh	h	h	[Кибрик, Кодзасов 1990: 322–323]	NA	consonant	akhv1239
Avar-Andic	Akhvakh	hʷ	h˳	[Кибрик, Кодзасов 1990: 322–323]	NA	consonant	akhv1239
Avar-Andic	Akhvakh	ʜ	ʜ	[Кибрик, Кодзасов 1990: 322–323]	NA	consonant	akhv1239
Avar-Andic	Akhvakh	i	i	[Кибрик, Кодзасов 1990: 322–323]	NA	vowel	akhv1239
Avar-Andic	Akhvakh	iː	i:	[Кибрик, Кодзасов 1990: 322–323]	NA	vowel	akhv1239
Avar-Andic	Akhvakh	iⁿ	ĩ	[Кибрик, Кодзасов 1990: 322–323]	NA	vowel	akhv1239
Avar-Andic	Akhvakh	iːⁿ	ĩ:	[Кибрик, Кодзасов 1990: 322–323]	NA	vowel	akhv1239
Avar-Andic	Akhvakh	j	j	[Кибрик, Кодзасов 1990: 322–323]	в интервокальной позиции слегка геминируются между гласными с высоким ровным тоном	consonant	akhv1239
Avar-Andic	Akhvakh	k'	k'	[Кибрик, Кодзасов 1990: 322–323]	у абруптивных слабых — укороченная спирантная часть	consonant	akhv1239
Avar-Andic	Akhvakh	k'ː	k̄'	[Кибрик, Кодзасов 1990: 322–323]	реализуется как аффриката	consonant	akhv1239
Avar-Andic	Akhvakh	k'ːʷ	k̄'˳	[Кибрик, Кодзасов 1990: 322–323]	NA	consonant	akhv1239
Avar-Andic	Akhvakh	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 322–323]	NA	consonant	akhv1239
Avar-Andic	Akhvakh	kː	k̄	[Кибрик, Кодзасов 1990: 322–323]	встречается только в аваризмах; реализуется как аффриката	consonant	akhv1239
Avar-Andic	Akhvakh	kːʷ	k̄˳	[Кибрик, Кодзасов 1990: 322–323]	NA	consonant	akhv1239
Avar-Andic	Akhvakh	kʰ	k	[Кибрик, Кодзасов 1990: 322–323]	NA	consonant	akhv1239
Avar-Andic	Akhvakh	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 322–323]	NA	consonant	akhv1239
